id,m_cf1,m_cf2,m_cf3,m_cf4,m_cf5,m_cf6,m_cf7,m_cf8,m_cf9,m_cf10
1641,2.4,2.11,13.32,2.71,87.16,0.29,9.17,9.12,6.64,6.62
1642,2.24,1.99,12.75,2.54,85.05,0.28,9.14,8.95,6.42,6.46
1643,2.09,1.87,12.15,2.37,82.95,0.26,9.08,8.78,6.2,6.29
1644,1.93,1.75,11.54,2.18,80.84,0.25,9.03,8.6,5.96,6.13
1645,1.79,1.63,10.89,2.01,78.95,0.24,8.97,8.43,5.72,5.95
1646,1.64,1.51,10.23,1.82,76.84,0.22,8.89,8.28,5.51,5.78
1647,1.5,1.38,9.54,1.65,74.74,0.21,8.81,8.1,5.28,5.6
1648,1.34,1.25,8.75,1.46,72.63,0.2,8.73,7.93,5.05,5.42
1649,1.2,1.13,8.01,1.27,70.53,0.18,8.64,7.76,4.85,5.25
1650,1.06,1.01,7.25,1.08,68.42,0.17,8.53,7.59,4.63,5.07
1651,2.31,2.04,13.0,2.85,28.42,0.38,9.04,9.66,2.31,4.46
1652,2.47,2.16,13.57,3.0,30.53,0.39,9.16,9.62,2.51,4.64
1653,2.63,2.28,14.1,3.14,32.63,0.41,9.27,9.52,2.72,4.81
1654,2.78,2.39,14.56,3.29,34.74,0.43,9.37,9.38,2.9,4.99
1655,2.93,2.5,15.0,3.41,36.84,0.44,9.46,9.22,3.11,5.17
1656,3.08,2.61,15.42,3.55,38.95,0.46,9.55,9.07,3.32,5.34
1657,3.24,2.72,15.82,3.67,41.05,0.48,9.63,8.91,3.53,5.52
1658,3.38,2.81,16.16,3.79,43.16,0.49,9.7,8.74,3.74,5.68
1659,3.52,2.9,16.48,3.88,45.26,0.51,9.76,8.59,3.93,5.85
1660,3.67,3.0,16.79,3.98,47.37,0.53,9.82,8.41,4.15,6.03
1661,3.82,3.09,17.09,4.08,49.47,0.54,9.87,8.24,4.37,6.19
1662,3.95,3.17,17.33,4.15,51.58,0.56,9.91,8.07,4.59,6.35
1663,4.09,3.25,17.56,4.24,53.68,0.57,9.94,7.9,4.79,6.5
1664,4.2,3.32,17.74,4.29,55.79,0.59,9.97,7.72,5.01,6.66
1665,4.3,3.37,17.88,4.36,57.89,0.6,9.99,7.57,5.21,6.8
1666,4.39,3.43,18.02,4.41,60.0,0.61,10.0,7.4,5.44,6.94
1667,4.46,3.47,18.12,4.44,62.11,0.61,10.0,7.22,5.65,7.07
1668,4.51,3.49,18.19,4.46,64.21,0.62,10.0,7.05,5.89,7.21
1669,4.56,3.52,18.25,4.48,66.32,0.61,9.99,7.07,6.1,7.33
1670,4.56,3.52,18.25,4.48,68.42,0.61,9.97,7.24,6.32,7.45
1671,4.56,3.52,18.25,4.48,70.53,0.6,9.94,7.41,6.54,7.54
1672,4.56,3.52,18.25,4.46,72.63,0.59,9.91,7.59,6.76,7.62
1673,4.56,3.52,18.25,4.44,74.74,0.57,9.87,7.76,6.99,7.7
1674,4.51,3.49,18.19,4.41,76.84,0.56,9.82,7.93,7.2,7.76
1675,4.46,3.47,18.12,4.36,78.95,0.54,9.76,8.1,7.41,7.8
1676,4.39,3.43,18.02,4.29,81.05,0.53,9.7,8.28,7.6,7.84
1677,4.3,3.37,17.88,4.24,83.16,0.51,9.63,8.45,7.79,7.84
1678,4.2,3.32,17.74,4.15,85.26,0.49,9.55,8.62,7.96,7.84
1679,4.09,3.25,17.56,4.08,87.37,0.48,9.46,8.79,8.07,7.8
1680,3.95,3.17,17.33,3.98,89.47,0.46,9.37,8.97,8.16,7.76
1681,3.82,3.09,17.09,3.88,91.58,0.44,9.27,9.14,8.18,7.7
1682,3.67,3.0,16.79,3.79,93.68,0.43,9.16,9.31,8.16,7.62
1683,3.52,2.9,16.48,3.67,95.79,0.41,9.12,9.48,8.07,7.54
1684,3.38,2.81,16.16,3.55,97.89,0.39,9.15,9.66,7.96,7.45
1685,3.24,2.72,15.82,3.41,100.0,0.38,9.16,9.83,7.79,7.33
1686,3.08,2.61,15.42,3.29,97.89,0.36,9.16,10.0,7.6,7.21
1687,2.93,2.5,15.0,3.14,95.79,0.35,9.16,9.83,7.41,7.07
1688,2.78,2.39,14.56,3.0,93.68,0.33,9.15,9.66,7.2,6.94
1689,2.63,2.28,14.1,2.85,91.58,0.32,9.12,9.48,6.99,6.8
1690,2.47,2.16,13.57,2.69,89.47,0.3,9.1,9.31,6.76,6.66
1691,2.31,2.04,13.0,2.54,87.37,0.29,9.07,9.14,6.54,6.5
1692,2.17,1.94,12.49,2.37,85.26,0.27,9.02,8.97,6.32,6.35
1693,2.02,1.81,11.88,2.21,83.16,0.26,8.97,8.79,6.1,6.19
1694,1.87,1.69,11.25,2.04,81.05,0.25,8.92,8.62,5.89,6.03
1695,1.72,1.57,10.6,1.85,78.95,0.23,8.85,8.45,5.65,5.85
1696,1.58,1.45,9.93,1.68,76.84,0.22,8.79,8.28,5.44,5.68
1697,1.43,1.33,9.23,1.49,74.74,0.21,8.71,8.1,5.21,5.52
1698,1.29,1.21,8.51,1.32,72.63,0.19,8.62,7.93,5.01,5.34
1699,1.14,1.08,7.68,1.13,70.53,0.18,8.53,7.76,4.79,5.17
1700,1.0,0.95,6.91,0.94,68.42,0.17,8.43,7.59,4.59,4.99
1701,2.22,1.98,12.68,2.66,28.42,0.37,9.04,9.48,2.27,4.38
1702,2.38,2.1,13.26,2.81,30.53,0.39,9.16,9.45,2.47,4.56
1703,2.52,2.2,13.75,2.95,32.63,0.4,9.27,9.38,2.67,4.73
1704,2.67,2.31,14.22,3.09,34.74,0.42,9.37,9.28,2.86,4.91
1705,2.82,2.42,14.67,3.21,36.84,0.43,9.46,9.14,3.07,5.07
1706,2.97,2.53,15.11,3.33,38.95,0.45,9.55,9.0,3.27,5.25
1707,3.1,2.62,15.47,3.45,41.05,0.46,9.63,8.84,3.49,5.42
1708,3.24,2.72,15.82,3.57,43.16,0.48,9.69,8.69,3.68,5.58
1709,3.38,2.81,16.16,3.67,45.26,0.5,9.75,8.53,3.89,5.76
1710,3.52,2.9,16.48,3.76,47.37,0.51,9.81,8.36,4.1,5.91
1711,3.65,2.98,16.75,3.86,49.47,0.53,9.86,8.21,4.3,6.07
1712,3.78,3.06,17.0,3.93,51.58,0.54,9.9,8.03,4.52,6.23
1713,3.89,3.13,17.21,4.0,53.68,0.56,9.94,7.86,4.72,6.39
1714,4.0,3.2,17.4,4.08,55.79,0.57,9.96,7.71,4.94,6.52
1715,4.09,3.25,17.56,4.12,57.89,0.58,9.98,7.53,5.15,6.66
1716,4.18,3.31,17.71,4.17,60.0,0.58,9.99,7.36,5.35,6.8
1717,4.23,3.33,17.78,4.2,62.11,0.59,10.0,7.19,5.58,6.94
1718,4.27,3.36,17.85,4.22,64.21,0.59,9.99,7.02,5.79,7.05
1719,4.32,3.39,17.92,4.24,66.32,0.59,9.98,7.07,6.01,7.17
1720,4.32,3.39,17.92,4.24,68.42,0.58,9.96,7.24,6.22,7.27
1721,4.32,3.39,17.92,4.24,70.53,0.58,9.94,7.41,6.42,7.37
1722,4.32,3.39,17.92,4.22,72.63,0.57,9.9,7.59,6.64,7.45
1723,4.32,3.39,17.92,4.2,74.74,0.56,9.86,7.76,6.84,7.52
1724,4.27,3.36,17.85,4.17,76.84,0.54,9.81,7.93,7.04,7.56
1725,4.23,3.33,17.78,4.12,78.95,0.53,9.75,8.1,7.22,7.6
1726,4.18,3.31,17.71,4.08,80.84,0.51,9.69,8.28,7.41,7.64
1727,4.09,3.25,17.56,4.0,82.95,0.5,9.63,8.43,7.57,7.64
1728,4.0,3.2,17.4,3.93,85.05,0.48,9.55,8.6,7.71,7.64
1729,3.89,3.13,17.21,3.86,87.16,0.46,9.46,8.78,7.82,7.6
1730,3.78,3.06,17.0,3.76,89.26,0.45,9.37,8.95,7.87,7.56
1731,3.65,2.98,16.75,3.67,91.37,0.43,9.27,9.12,7.9,7.52
1732,3.52,2.9,16.48,3.57,93.26,0.42,9.16,9.29,7.87,7.45
1733,3.38,2.81,16.16,3.45,95.37,0.4,9.04,9.45,7.82,7.37
1734,3.24,2.72,15.82,3.33,97.05,0.39,9.03,9.62,7.71,7.27
1735,3.1,2.62,15.47,3.21,97.89,0.37,9.04,9.76,7.57,7.17
1736,2.97,2.53,15.11,3.09,97.05,0.36,9.04,9.83,7.41,7.05
1737,2.82,2.42,14.67,2.95,95.37,0.34,9.04,9.76,7.22,6.94
1738,2.67,2.31,14.22,2.81,93.26,0.33,9.03,9.62,7.04,6.8
1739,2.52,2.2,13.75,2.66,91.37,0.31,9.01,9.45,6.84,6.66
1740,2.38,2.1,13.26,2.52,89.26,0.3,8.98,9.29,6.64,6.52
1741,2.22,1.98,12.68,2.35,87.16,0.28,8.94,9.12,6.42,6.39
1742,2.09,1.87,12.15,2.18,85.05,0.27,8.91,8.95,6.22,6.23
1743,1.93,1.75,11.54,2.04,82.95,0.26,8.85,8.78,6.01,6.07
1744,1.79,1.63,10.89,1.87,80.84,0.24,8.8,8.6,5.79,5.91
1745,1.66,1.52,10.31,1.68,78.95,0.23,8.73,8.43,5.58,5.76
1746,1.51,1.4,9.62,1.51,76.84,0.22,8.66,8.28,5.35,5.58
1747,1.37,1.28,8.91,1.34,74.74,0.2,8.59,8.1,5.15,5.42
1748,1.23,1.16,8.18,1.15,72.63,0.19,8.5,7.93,4.94,5.25
1749,1.09,1.03,7.42,0.98,70.53,0.18,8.41,7.76,4.72,5.07
1750,0.95,0.9,6.56,0.79,68.42,0.17,8.3,7.59,4.52,4.91
1751,2.14,1.91,12.35,2.47,28.21,0.36,9.03,9.31,2.23,4.28
1752,2.27,2.02,12.88,2.61,30.32,0.38,9.15,9.29,2.43,4.46
1753,2.42,2.12,13.38,2.76,32.42,0.39,9.26,9.22,2.61,4.64
1754,2.56,2.23,13.87,2.88,34.53,0.41,9.35,9.14,2.82,4.81
1755,2.7,2.34,14.33,3.0,36.63,0.42,9.44,9.02,3.02,4.97
1756,2.83,2.43,14.73,3.12,38.74,0.44,9.53,8.9,3.21,5.15
1757,2.97,2.53,15.11,3.24,40.84,0.45,9.61,8.76,3.42,5.3
1758,3.1,2.62,15.47,3.36,42.95,0.47,9.68,8.6,3.63,5.48
1759,3.24,2.72,15.82,3.45,45.05,0.48,9.75,8.47,3.82,5.64
1760,3.36,2.8,16.11,3.55,47.16,0.5,9.8,8.31,4.04,5.8
1761,3.48,2.88,16.39,3.62,49.26,0.51,9.85,8.14,4.23,5.95
1762,3.59,2.94,16.62,3.72,51.37,0.52,9.89,7.98,4.45,6.11
1763,3.69,3.01,16.83,3.76,53.47,0.53,9.92,7.83,4.65,6.25
1764,3.8,3.08,17.04,3.84,55.58,0.55,9.95,7.66,4.85,6.39
1765,3.89,3.13,17.21,3.88,57.68,0.55,9.97,7.48,5.05,6.52
1766,3.95,3.17,17.33,3.93,59.79,0.56,9.98,7.33,5.26,6.66
1767,4.02,3.21,17.44,3.96,61.89,0.56,9.99,7.16,5.47,6.78
1768,4.04,3.23,17.48,3.98,64.0,0.56,9.98,6.98,5.68,6.9
1769,4.09,3.25,17.56,4.0,66.11,0.56,9.97,7.05,5.89,6.99
1770,4.09,3.25,17.56,4.0,68.21,0.56,9.95,7.22,6.1,7.09
1771,4.09,3.25,17.56,4.0,70.32,0.55,9.92,7.4,6.29,7.19
1772,4.09,3.25,17.56,3.98,72.21,0.55,9.89,7.57,6.49,7.27
1773,4.09,3.25,17.56,3.96,74.32,0.53,9.85,7.72,6.69,7.33
1774,4.04,3.23,17.48,3.93,76.42,0.52,9.8,7.9,6.86,7.39
1775,4.02,3.21,17.44,3.88,78.53,0.51,9.75,8.07,7.04,7.41
1776,3.95,3.17,17.33,3.84,80.63,0.5,9.68,8.24,7.2,7.45
1777,3.89,3.13,17.21,3.76,82.74,0.48,9.61,8.41,7.33,7.45
1778,3.8,3.08,17.04,3.72,84.63,0.47,9.53,8.59,7.46,7.45
1779,3.69,3.01,16.83,3.62,86.74,0.45,9.44,8.74,7.54,7.41
1780,3.59,2.94,16.62,3.55,88.63,0.44,9.35,8.91,7.6,7.39
1781,3.48,2.88,16.39,3.45,90.53,0.42,9.26,9.07,7.62,7.33
1782,3.36,2.8,16.11,3.36,92.42,0.41,9.15,9.22,7.6,7.27
1783,3.24,2.72,15.82,3.24,94.11,0.39,9.03,9.38,7.54,7.19
1784,3.1,2.62,15.47,3.12,95.37,0.38,8.91,9.52,7.46,7.09
1785,2.97,2.53,15.11,3.0,95.79,0.36,8.92,9.62,7.33,6.99
1786,2.83,2.43,14.73,2.88,95.37,0.35,8.92,9.66,7.2,6.9
1787,2.7,2.34,14.33,2.76,94.11,0.34,8.92,9.62,7.04,6.78
1788,2.56,2.23,13.87,2.61,92.42,0.32,8.91,9.52,6.86,6.66
1789,2.42,2.12,13.38,2.47,90.53,0.31,8.88,9.38,6.69,6.52
1790,2.27,2.02,12.88,2.33,88.63,0.29,8.85,9.22,6.49,6.39
1791,2.14,1.91,12.35,2.18,86.74,0.28,8.83,9.07,6.29,6.25
1792,1.98,1.79,11.74,2.01,84.63,0.27,8.79,8.91,6.1,6.11
1793,1.85,1.68,11.18,1.85,82.74,0.25,8.73,8.74,5.89,5.95
1794,1.7,1.56,10.53,1.68,80.63,0.24,8.68,8.59,5.68,5.8
1795,1.58,1.45,9.93,1.51,78.53,0.23,8.62,8.41,5.47,5.64
1796,1.43,1.33,9.23,1.34,76.42,0.21,8.55,8.24,5.26,5.48
1797,1.29,1.21,8.51,1.18,74.32,0.2,8.47,8.07,5.05,5.3
1798,1.16,1.09,7.76,1.01,72.21,0.19,8.38,7.9,4.85,5.15
1799,1.02,0.97,6.99,0.82,70.32,0.18,8.29,7.72,4.65,4.97
1800,0.89,0.85,6.2,0.62,68.21,0.16,8.19,7.57,4.45,4.81
1801,2.04,1.83,11.95,2.28,28.21,0.36,9.01,9.14,2.19,4.2
1802,2.17,1.94,12.49,2.42,30.32,0.37,9.12,9.12,2.37,4.36
1803,2.31,2.04,13.0,2.54,32.42,0.38,9.23,9.07,2.57,4.54
1804,2.43,2.14,13.44,2.69,34.53,0.4,9.34,9.0,2.76,4.72
1805,2.58,2.24,13.93,2.81,36.63,0.41,9.42,8.9,2.96,4.87
1806,2.7,2.34,14.33,2.93,38.53,0.43,9.51,8.78,3.17,5.05
1807,2.83,2.43,14.73,3.02,40.63,0.44,9.6,8.66,3.36,5.21
1808,2.97,2.53,15.11,3.14,42.74,0.46,9.66,8.52,3.55,5.36
1809,3.08,2.61,15.42,3.24,44.84,0.47,9.73,8.38,3.76,5.52
1810,3.2,2.69,15.72,3.31,46.95,0.48,9.78,8.22,3.95,5.68
1811,3.32,2.77,16.02,3.41,49.05,0.49,9.83,8.07,4.17,5.82
1812,3.42,2.84,16.25,3.48,51.16,0.5,9.87,7.91,4.37,5.97
1813,3.5,2.89,16.44,3.55,53.26,0.51,9.91,7.76,4.56,6.11
1814,3.61,2.96,16.66,3.6,55.37,0.52,9.93,7.6,4.76,6.25
1815,3.67,3.0,16.79,3.65,57.47,0.53,9.95,7.43,4.96,6.39
1816,3.74,3.04,16.92,3.69,59.58,0.54,9.96,7.28,5.17,6.5
1817,3.8,3.08,17.04,3.72,61.68,0.54,9.97,7.1,5.37,6.62
1818,3.84,3.1,17.13,3.74,63.58,0.54,9.96,6.95,5.56,6.74
1819,3.87,3.12,17.17,3.76,65.68,0.54,9.95,7.02,5.77,6.84
1820,3.87,3.12,17.17,3.76,67.79,0.54,9.93,7.19,5.96,6.92
1821,3.87,3.12,17.17,3.76,69.89,0.53,9.91,7.36,6.15,7.01
1822,3.87,3.12,17.17,3.74,72.0,0.52,9.87,7.53,6.34,7.07
1823,3.87,3.12,17.17,3.72,73.89,0.51,9.83,7.71,6.51,7.13
1824,3.84,3.1,17.13,3.69,76.0,0.5,9.78,7.86,6.69,7.19
1825,3.8,3.08,17.04,3.65,78.11,0.49,9.73,8.03,6.84,7.23
1826,3.74,3.04,16.92,3.6,80.0,0.48,9.66,8.21,6.99,7.25
1827,3.67,3.0,16.79,3.55,82.11,0.47,9.6,8.36,7.12,7.25
1828,3.61,2.96,16.66,3.48,84.0,0.46,9.51,8.53,7.22,7.25
1829,3.5,2.89,16.44,3.41,85.89,0.44,9.42,8.69,7.3,7.23
1830,3.42,2.84,16.25,3.31,87.79,0.43,9.34,8.84,7.33,7.19
1831,3.32,2.77,16.02,3.24,89.47,0.41,9.23,9.0,7.36,7.13
1832,3.2,2.69,15.72,3.14,91.16,0.4,9.12,9.14,7.33,7.07
1833,3.08,2.61,15.42,3.02,92.42,0.38,9.01,9.28,7.3,7.01
1834,2.97,2.53,15.11,2.93,93.26,0.37,8.88,9.38,7.22,6.92
1835,2.83,2.43,14.73,2.81,93.68,0.36,8.79,9.45,7.12,6.84
1836,2.7,2.34,14.33,2.69,93.26,0.34,8.79,9.48,6.99,6.74
1837,2.58,2.24,13.93,2.54,92.42,0.33,8.79,9.45,6.84,6.62
1838,2.43,2.14,13.44,2.42,91.16,0.31,8.77,9.38,6.69,6.5
1839,2.31,2.04,13.0,2.28,89.47,0.3,8.76,9.28,6.51,6.39
1840,2.17,1.94,12.49,2.13,87.79,0.29,8.73,9.14,6.34,6.25
1841,2.04,1.83,11.95,1.99,85.89,0.27,8.69,9.0,6.15,6.11
1842,1.9,1.72,11.4,1.82,84.0,0.26,8.65,8.84,5.96,5.97
1843,1.77,1.61,10.82,1.68,82.11,0.25,8.61,8.69,5.77,5.82
1844,1.62,1.49,10.15,1.51,80.0,0.23,8.55,8.53,5.56,5.68
1845,1.5,1.38,9.54,1.34,78.11,0.22,8.49,8.36,5.37,5.52
1846,1.36,1.26,8.83,1.18,76.0,0.21,8.41,8.21,5.17,5.36
1847,1.22,1.14,8.1,1.01,73.89,0.2,8.33,8.03,4.96,5.21
1848,1.09,1.03,7.42,0.84,72.0,0.18,8.25,7.86,4.76,5.05
1849,0.96,0.91,6.64,0.67,69.89,0.17,8.16,7.71,4.56,4.87
1850,0.83,0.79,5.84,0.48,67.79,0.16,8.06,7.53,4.37,4.72
1851,1.93,1.75,11.54,2.09,28.0,0.35,8.98,8.97,2.13,4.11
1852,2.07,1.85,12.09,2.23,30.11,0.36,9.1,8.95,2.31,4.26
1853,2.19,1.95,12.55,2.35,32.21,0.37,9.2,8.91,2.51,4.44
1854,2.33,2.06,13.07,2.47,34.11,0.39,9.31,8.84,2.69,4.6
1855,2.45,2.15,13.5,2.59,36.21,0.4,9.41,8.76,2.9,4.77
1856,2.58,2.24,13.93,2.71,38.32,0.41,9.49,8.66,3.09,4.93
1857,2.7,2.34,14.33,2.81,40.42,0.43,9.56,8.53,3.3,5.09
1858,2.82,2.42,14.67,2.93,42.53,0.44,9.64,8.41,3.49,5.25
1859,2.93,2.5,15.0,3.0,44.63,0.45,9.7,8.28,3.68,5.4
1860,3.04,2.58,15.32,3.09,46.74,0.46,9.75,8.14,3.89,5.54
1861,3.14,2.65,15.57,3.17,48.84,0.48,9.81,7.98,4.08,5.7
1862,3.24,2.72,15.82,3.24,50.95,0.49,9.85,7.84,4.28,5.83
1863,3.32,2.77,16.02,3.31,52.84,0.5,9.88,7.69,4.48,5.97
1864,3.4,2.82,16.21,3.36,54.95,0.5,9.91,7.53,4.67,6.11
1865,3.48,2.88,16.39,3.41,57.05,0.51,9.92,7.38,4.85,6.23
1866,3.55,2.92,16.53,3.45,59.16,0.51,9.94,7.21,5.05,6.35
1867,3.59,2.94,16.62,3.48,61.26,0.52,9.94,7.05,5.26,6.46
1868,3.63,2.97,16.7,3.5,63.16,0.52,9.94,6.9,5.44,6.56
1869,3.65,2.98,16.75,3.53,65.26,0.52,9.92,6.98,5.63,6.66
1870,3.65,2.98,16.75,3.53,67.37,0.51,9.91,7.16,5.82,6.74
1871,3.65,2.98,16.75,3.53,69.26,0.51,9.88,7.33,5.98,6.82
1872,3.65,2.98,16.75,3.5,71.37,0.5,9.85,7.48,6.17,6.9
1873,3.65,2.98,16.75,3.48,73.47,0.5,9.81,7.66,6.34,6.95
1874,3.63,2.97,16.7,3.45,75.37,0.49,9.75,7.83,6.49,6.99
1875,3.59,2.94,16.62,3.41,77.26,0.48,9.7,7.98,6.64,7.03
1876,3.55,2.92,16.53,3.36,79.37,0.46,9.64,8.14,6.76,7.05
1877,3.48,2.88,16.39,3.31,81.26,0.45,9.56,8.31,6.89,7.05
1878,3.4,2.82,16.21,3.24,82.95,0.44,9.49,8.47,6.97,7.05
1879,3.32,2.77,16.02,3.17,84.84,0.43,9.41,8.6,7.04,7.03
1880,3.24,2.72,15.82,3.09,86.53,0.41,9.31,8.76,7.07,6.99
1881,3.14,2.65,15.57,3.0,88.0,0.4,9.2,8.9,7.1,6.95
1882,3.04,2.58,15.32,2.93,89.47,0.39,9.1,9.02,7.07,6.9
1883,2.93,2.5,15.0,2.81,90.53,0.37,8.98,9.14,7.04,6.82
1884,2.82,2.42,14.67,2.71,91.37,0.36,8.85,9.22,6.97,6.74
1885,2.7,2.34,14.33,2.59,91.58,0.35,8.73,9.29,6.89,6.66
1886,2.58,2.24,13.93,2.47,91.37,0.33,8.65,9.31,6.76,6.56
1887,2.45,2.15,13.5,2.35,90.53,0.32,8.65,9.29,6.64,6.46
1888,2.33,2.06,13.07,2.23,89.47,0.31,8.64,9.22,6.49,6.35
1889,2.19,1.95,12.55,2.09,88.0,0.29,8.62,9.14,6.34,6.23
1890,2.07,1.85,12.09,1.94,86.53,0.28,8.59,9.02,6.17,6.11
1891,1.93,1.75,11.54,1.8,84.84,0.27,8.56,8.9,5.98,5.97
1892,1.8,1.64,10.97,1.65,82.95,0.25,8.52,8.76,5.82,5.83
1893,1.67,1.53,10.38,1.49,81.26,0.24,8.47,8.6,5.63,5.7
1894,1.54,1.42,9.77,1.34,79.37,0.23,8.41,8.47,5.44,5.54
1895,1.4,1.3,9.07,1.18,77.26,0.22,8.35,8.31,5.26,5.4
1896,1.28,1.2,8.43,1.01,75.37,0.2,8.27,8.14,5.05,5.25
1897,1.14,1.08,7.68,0.84,73.47,0.19,8.19,7.98,4.85,5.09
1898,1.02,0.97,6.99,0.67,71.37,0.18,8.11,7.83,4.67,4.93
1899,0.89,0.85,6.2,0.5,69.26,0.17,8.02,7.66,4.48,4.77
1900,0.75,0.73,5.39,0.31,67.37,0.16,7.92,7.48,4.28,4.6
1901,1.84,1.67,11.11,1.89,27.58,0.34,8.94,8.79,2.07,4.01
1902,1.95,1.76,11.61,2.01,29.68,0.35,9.07,8.78,2.25,4.17
1903,2.09,1.87,12.15,2.13,31.79,0.36,9.17,8.74,2.45,4.34
1904,2.21,1.96,12.62,2.28,33.89,0.38,9.28,8.69,2.63,4.5
1905,2.33,2.06,13.07,2.37,36.0,0.39,9.37,8.6,2.82,4.66
1906,2.43,2.14,13.44,2.49,38.11,0.4,9.45,8.52,3.02,4.81
1907,2.56,2.23,13.87,2.59,40.21,0.41,9.53,8.41,3.21,4.97
1908,2.67,2.31,14.22,2.69,42.11,0.43,9.6,8.29,3.4,5.13
1909,2.78,2.39,14.56,2.78,44.21,0.44,9.67,8.17,3.59,5.27
1910,2.87,2.46,14.84,2.88,46.32,0.45,9.72,8.03,3.78,5.42
1911,2.97,2.53,15.11,2.95,48.42,0.46,9.77,7.9,3.98,5.56
1912,3.06,2.59,15.37,3.02,50.53,0.47,9.81,7.76,4.17,5.7
1913,3.14,2.65,15.57,3.07,52.42,0.48,9.85,7.6,4.37,5.82
1914,3.22,2.7,15.77,3.14,54.53,0.48,9.87,7.45,4.56,5.95
1915,3.28,2.74,15.92,3.19,56.63,0.49,9.89,7.29,4.74,6.07
1916,3.34,2.78,16.07,3.21,58.74,0.49,9.9,7.14,4.94,6.19
1917,3.38,2.81,16.16,3.24,60.63,0.5,9.91,6.98,5.12,6.29
1918,3.42,2.84,16.25,3.26,62.74,0.5,9.9,6.83,5.31,6.39
1919,3.44,2.85,16.3,3.29,64.63,0.5,9.89,6.95,5.49,6.48
1920,3.44,2.85,16.3,3.29,66.74,0.49,9.87,7.1,5.65,6.56
1921,3.44,2.85,16.3,3.29,68.63,0.49,9.85,7.28,5.84,6.64
1922,3.44,2.85,16.3,3.26,70.74,0.48,9.81,7.43,5.98,6.7
1923,3.44,2.85,16.3,3.24,72.63,0.48,9.77,7.6,6.15,6.76
1924,3.42,2.84,16.25,3.21,74.53,0.47,9.72,7.76,6.29,6.8
1925,3.38,2.81,16.16,3.19,76.42,0.46,9.67,7.91,6.42,6.84
1926,3.34,2.78,16.07,3.14,78.32,0.45,9.6,8.07,6.54,6.86
1927,3.28,2.74,15.92,3.07,80.21,0.44,9.53,8.22,6.64,6.86
1928,3.22,2.7,15.77,3.02,81.89,0.43,9.45,8.38,6.74,6.86
1929,3.14,2.65,15.57,2.95,83.58,0.41,9.37,8.52,6.79,6.84
1930,3.06,2.59,15.37,2.88,85.05,0.4,9.28,8.66,6.84,6.8
1931,2.97,2.53,15.11,2.78,86.53,0.39,9.17,8.78,6.84,6.76
1932,2.87,2.46,14.84,2.69,87.79,0.38,9.07,8.9,6.84,6.7
1933,2.78,2.39,14.56,2.59,88.63,0.36,8.94,9.0,6.79,6.64
1934,2.67,2.31,14.22,2.49,89.26,0.35,8.83,9.07,6.74,6.56
1935,2.56,2.23,13.87,2.37,89.47,0.34,8.69,9.12,6.64,6.48
1936,2.43,2.14,13.44,2.28,89.26,0.33,8.56,9.14,6.54,6.39
1937,2.33,2.06,13.07,2.13,88.63,0.31,8.5,9.12,6.42,6.29
1938,2.21,1.96,12.62,2.01,87.79,0.3,8.49,9.07,6.29,6.19
1939,2.09,1.87,12.15,1.89,86.53,0.29,8.47,9.0,6.15,6.07
1940,1.95,1.76,11.61,1.75,85.05,0.27,8.44,8.9,5.98,5.95
1941,1.84,1.67,11.11,1.61,83.58,0.26,8.41,8.78,5.84,5.82
1942,1.7,1.56,10.53,1.46,81.89,0.25,8.37,8.66,5.65,5.7
1943,1.58,1.45,9.93,1.32,80.21,0.24,8.32,8.52,5.49,5.56
1944,1.45,1.34,9.31,1.15,78.32,0.22,8.27,8.38,5.31,5.42
1945,1.32,1.24,8.67,1.01,76.42,0.21,8.21,8.22,5.12,5.27
1946,1.2,1.13,8.01,0.84,74.53,0.2,8.12,8.07,4.94,5.13
1947,1.06,1.01,7.25,0.67,72.63,0.19,8.06,7.91,4.74,4.97
1948,0.95,0.9,6.56,0.5,70.74,0.18,7.97,7.76,4.56,4.81
1949,0.81,0.78,5.75,0.34,68.63,0.16,7.86,7.6,4.37,4.66
1950,0.7,0.67,5.02,0.17,66.74,0.15,7.77,7.43,4.17,4.5
1951,1.72,1.57,10.6,1.68,27.37,0.33,8.91,8.62,1.99,3.89
1952,1.84,1.67,11.11,1.82,29.47,0.34,9.02,8.6,2.19,4.07
1953,1.97,1.77,11.68,1.94,31.37,0.35,9.14,8.59,2.37,4.22
1954,2.09,1.87,12.15,2.06,33.47,0.37,9.23,8.53,2.55,4.38
1955,2.19,1.95,12.55,2.18,35.58,0.38,9.33,8.47,2.76,4.54
1956,2.31,2.04,13.0,2.28,37.68,0.39,9.42,8.38,2.94,4.7
1957,2.42,2.12,13.38,2.37,39.79,0.4,9.49,8.28,3.13,4.85
1958,2.52,2.2,13.75,2.47,41.68,0.41,9.56,8.17,3.32,4.99
1959,2.63,2.28,14.1,2.57,43.79,0.42,9.63,8.05,3.51,5.13
1960,2.72,2.35,14.39,2.64,45.89,0.43,9.68,7.93,3.7,5.28
1961,2.82,2.42,14.67,2.71,48.0,0.44,9.73,7.79,3.89,5.42
1962,2.89,2.47,14.89,2.78,49.89,0.45,9.77,7.66,4.06,5.54
1963,2.97,2.53,15.11,2.85,52.0,0.46,9.81,7.52,4.26,5.68
1964,3.04,2.58,15.32,2.9,54.11,0.46,9.83,7.36,4.45,5.8
