id,cf1,cf2,cf3,cf4,cf5,cf6,cf7,cf8,cf9,cf10
1644,2.3,1.39,8.76,0.56,64.7,0.12,8.37,8.53,6.8,7.04
1645,1.64,1.68,7.66,0.76,84.03,0.1,9.58,7.85,4.67,7.93
1646,2.62,1.31,13.35,2.64,69.61,0.19,8.85,6.38,5.96,6.99
1647,2.22,0.84,9.59,1.18,60.67,0.09,7.87,7.31,5.46,3.84
1648,0.4,1.27,7.09,0.76,75.74,0.08,7.05,6.78,4.91,6.66
1649,0.15,1.03,9.34,0.52,83.1,0.24,8.63,7.72,4.64,6.15
1650,0.47,0.38,7.45,0.0,64.57,0.29,7.25,7.75,7.02,7.18
1651,3.13,1.9,11.55,4.67,15.16,0.42,9.26,9.85,1.12,4.99
1652,3.25,2.1,10.6,3.72,6.65,0.48,7.35,7.47,1.18,5.58
1653,3.81,2.45,14.29,1.91,35.78,0.44,6.95,8.46,3.09,4.14
1654,2.44,3.12,15.55,3.46,26.5,0.4,8.24,9.19,1.49,7.17
1655,1.16,3.58,16.75,4.75,47.46,0.39,7.68,9.81,2.2,5.79
1656,2.48,1.23,10.83,3.04,31.2,0.49,8.91,8.2,3.56,5.02
1657,1.75,2.66,16.8,4.41,45.61,0.34,9.93,8.74,4.13,4.31
1658,4.66,3.53,19.12,4.2,41.78,0.46,11.26,8.89,3.99,6.96
1659,3.68,2.8,15.59,5.2,70.78,0.36,10.95,8.88,3.83,5.52
1660,3.7,2.55,18.29,3.21,40.01,0.5,11.07,8.12,4.41,5.36
1661,3.86,2.69,20.97,5.3,50.34,0.54,10.61,8.24,3.36,6.82
1662,3.84,3.32,16.09,4.74,35.68,0.31,8.74,8.03,4.26,4.4
1663,4.5,3.19,10.72,5.13,41.87,0.65,8.41,7.67,5.0,6.49
1664,5.39,3.16,17.74,3.29,54.93,0.43,10.11,8.03,4.87,7.26
1665,3.58,3.78,21.61,3.95,68.49,0.53,7.49,10.46,5.3,6.3
1666,3.31,2.97,14.05,3.35,46.56,0.49,9.93,7.57,6.15,7.03
1667,5.2,3.69,15.25,5.58,79.42,0.52,10.58,9.3,6.41,6.99
1668,3.99,3.22,16.94,3.01,58.74,0.54,10.08,6.07,6.5,6.71
1669,5.98,2.82,16.82,5.18,66.49,0.69,9.86,6.31,5.8,5.81
1670,6.21,3.34,16.66,2.53,63.74,0.66,8.83,8.78,6.67,7.48
1671,3.04,3.18,16.73,4.84,84.98,0.43,8.78,8.21,6.35,8.11
1672,5.75,3.52,15.13,4.09,70.98,0.45,10.82,6.4,7.31,8.3
1673,2.44,3.37,19.26,5.0,67.66,0.57,9.89,7.82,6.95,8.34
1674,4.56,3.75,17.86,4.39,69.3,0.68,9.87,8.15,7.85,8.66
1675,4.02,3.92,18.56,5.78,77.22,0.63,8.62,9.71,6.38,7.67
1676,5.91,4.12,14.2,4.38,73.86,0.47,9.17,8.46,8.69,5.14
1677,5.29,2.69,16.29,2.68,102.8,0.49,8.87,6.72,7.7,7.63
1678,4.87,2.32,18.04,4.18,63.49,0.41,8.36,8.78,8.05,8.0
1679,4.37,3.52,17.19,4.11,82.95,0.3,10.71,7.33,7.51,6.35
1680,2.96,2.78,17.24,2.92,86.87,0.52,9.46,8.88,9.06,7.39
1681,4.0,4.01,17.59,4.29,97.24,0.38,9.92,9.54,7.91,9.3
1682,3.63,3.71,14.42,1.96,81.49,0.5,8.65,9.01,7.15,8.44
1683,2.14,2.34,18.32,4.47,108.98,0.5,8.97,8.33,9.76,8.66
1684,2.27,2.33,19.66,3.85,102.52,0.39,9.42,9.67,8.11,6.84
1685,2.72,3.3,17.45,2.75,108.61,0.42,8.69,8.95,7.16,8.23
1686,1.68,2.72,15.49,3.87,97.3,0.49,9.25,10.31,7.35,9.49
1687,2.37,2.07,13.06,2.86,95.15,0.44,8.56,9.53,7.35,7.23
1688,3.64,2.62,12.61,2.68,92.02,0.39,10.44,10.32,7.21,8.88
1689,2.86,2.13,11.36,4.74,98.43,0.21,7.88,10.06,7.02,7.21
1690,2.64,2.31,11.56,2.2,93.61,0.17,8.88,10.03,5.27,6.13
1691,0.72,1.28,12.31,1.26,92.79,0.26,9.84,8.13,8.82,6.12
1692,2.61,2.28,12.2,3.83,86.05,0.33,10.04,8.96,7.34,5.96
1693,1.38,2.21,10.56,2.53,75.57,0.17,8.71,8.27,5.5,5.65
1694,1.62,1.8,11.14,2.33,74.83,0.22,8.69,9.06,4.57,3.89
1695,1.25,1.75,11.44,1.38,64.95,0.15,9.13,6.83,5.89,6.51
1696,0.0,1.63,5.67,0.61,48.11,0.11,9.74,9.0,6.97,6.1
1697,1.52,1.15,12.32,2.11,84.36,0.49,9.83,7.42,5.8,5.61
1698,0.0,0.43,8.62,2.36,67.49,0.16,8.29,7.66,3.54,6.44
1699,3.31,0.67,7.14,1.89,47.18,0.16,7.96,7.33,5.84,4.89
1700,1.12,1.55,8.04,0.81,74.79,0.29,9.3,7.64,3.64,4.96
1701,3.15,2.48,13.41,3.62,46.14,0.43,8.73,9.39,2.22,2.39
1702,2.54,2.23,14.89,3.6,20.25,0.3,7.37,9.27,2.3,4.31
1703,3.34,2.41,10.34,4.28,37.36,0.31,10.33,9.58,2.32,5.2
1704,2.69,3.04,12.71,5.32,46.85,0.25,8.21,9.66,3.98,6.95
1705,1.91,1.83,14.99,4.13,46.68,0.49,8.57,10.45,2.95,3.33
1706,2.37,2.06,14.46,2.58,46.5,0.56,10.24,9.69,4.23,3.44
1707,2.34,2.88,11.9,2.1,48.27,0.43,11.46,5.8,2.8,5.06
1708,3.45,2.78,13.22,2.76,52.5,0.41,8.2,8.65,4.9,5.38
1709,4.4,2.89,19.74,3.98,36.23,0.66,9.94,8.58,4.52,5.09
1710,3.23,2.95,17.94,4.63,33.09,0.44,13.08,9.15,4.35,5.77
1711,3.29,2.63,17.14,5.03,41.44,0.54,8.98,7.03,4.21,6.55
1712,3.48,4.45,19.45,5.34,32.36,0.67,11.57,7.32,4.51,6.57
1713,1.1,3.09,16.68,3.41,55.1,0.58,9.63,6.35,4.94,6.01
1714,4.69,2.44,19.45,3.88,50.75,0.54,10.74,7.26,4.78,7.1
1715,3.15,3.4,20.66,2.65,55.93,0.53,10.98,7.44,5.27,6.37
1716,3.87,3.27,21.76,4.42,53.49,0.53,8.81,8.35,5.24,8.83
1717,4.96,3.05,19.21,1.3,74.22,0.84,9.26,9.28,7.32,6.44
1718,4.54,3.33,14.6,4.34,57.27,0.61,7.68,4.74,5.16,7.0
1719,4.4,3.51,20.6,5.13,63.55,0.59,10.63,5.39,7.28,5.15
1720,4.07,1.85,18.61,5.03,53.76,0.62,9.71,8.69,8.93,5.84
1721,4.85,2.55,16.92,4.77,66.21,0.56,10.52,8.14,6.98,6.71
1722,4.34,3.17,20.19,3.36,64.58,0.61,10.39,7.22,7.62,5.35
1723,6.05,3.11,19.01,4.25,84.55,0.62,8.99,7.55,7.31,7.08
1724,5.21,3.54,14.83,5.08,64.71,0.61,10.28,7.07,6.8,7.34
1725,6.1,3.03,19.16,5.98,69.04,0.39,11.11,8.46,8.43,10.54
1726,5.75,3.0,23.13,3.83,85.86,0.43,9.87,9.28,6.77,7.03
1727,4.23,4.03,15.42,2.64,80.32,0.52,10.46,9.23,6.86,7.81
1728,4.09,2.66,16.67,2.97,98.12,0.49,8.43,9.25,7.7,9.41
1729,1.99,3.2,18.68,4.15,90.45,0.39,7.74,9.05,7.31,7.73
1730,3.54,3.36,19.74,4.84,92.27,0.65,10.04,9.57,8.49,7.31
1731,3.75,2.16,17.3,3.29,93.25,0.52,10.68,9.1,7.97,8.3
1732,2.36,2.89,19.18,2.76,89.74,0.54,9.3,8.07,8.75,6.46
1733,3.34,4.04,14.38,2.22,105.09,0.29,8.24,12.09,9.44,8.5
1734,1.76,2.77,15.75,1.76,90.65,0.27,9.29,7.93,8.55,6.09
1735,2.2,3.63,17.72,4.66,83.13,0.33,8.59,10.46,7.83,8.29
1736,2.08,3.45,14.18,3.35,98.79,0.29,8.35,9.39,8.52,7.01
1737,3.44,1.93,16.13,3.13,107.53,0.37,9.66,9.78,7.85,6.08
1738,3.94,2.9,17.21,3.86,80.73,0.48,8.6,9.33,7.14,7.28
1739,2.51,1.99,13.41,3.08,91.22,0.32,8.82,10.47,7.28,6.55
1740,1.35,2.07,13.13,1.23,92.67,0.28,10.05,8.66,6.45,6.43
1741,3.4,1.7,10.25,2.17,79.89,0.15,6.1,9.93,6.89,4.11
1742,0.89,1.74,10.45,2.09,80.74,0.22,10.02,9.76,4.45,8.34
1743,2.75,1.58,11.22,1.26,89.38,0.32,9.66,8.97,5.18,5.96
1744,2.37,2.1,9.26,2.03,84.96,0.32,8.06,9.67,5.53,6.01
1745,3.13,1.61,10.92,0.55,86.07,0.32,9.4,7.88,4.23,5.69
1746,1.86,1.21,11.51,0.55,65.76,0.21,10.2,7.74,4.33,4.38
1747,1.62,1.4,6.67,0.85,79.09,0.17,7.33,8.89,3.89,6.31
1748,1.47,1.77,6.27,0.0,75.37,0.3,8.73,10.02,5.78,4.52
1749,0.0,0.84,9.87,0.02,79.51,0.14,7.99,8.45,4.08,3.97
1750,0.18,0.75,9.31,0.0,58.25,0.05,6.89,6.15,4.94,5.93
1751,3.63,1.37,11.76,1.72,38.88,0.19,9.35,9.91,2.08,4.71
1752,3.9,2.32,11.92,1.68,37.44,0.34,8.52,9.18,1.96,4.19
1753,1.98,1.93,15.82,2.72,23.28,0.42,9.6,8.69,1.65,4.73
1754,2.81,2.77,16.5,2.87,47.56,0.48,8.9,9.44,2.67,4.52
1755,3.78,2.43,11.58,3.02,24.2,0.48,9.18,9.48,2.52,6.0
1756,3.43,2.59,13.48,2.83,29.01,0.36,10.73,10.42,3.94,3.77
1757,1.75,2.46,17.65,2.05,57.33,0.46,10.25,10.58,3.83,5.81
1758,2.73,3.02,14.86,2.69,43.57,0.56,10.32,8.14,3.76,5.13
1759,2.0,2.19,16.6,4.59,43.85,0.56,10.93,7.04,4.07,5.42
1760,2.73,2.84,13.8,3.84,51.19,0.55,9.84,9.82,3.12,5.36
1761,4.15,3.4,17.77,4.98,52.14,0.52,9.91,8.49,4.78,5.84
1762,0.0,2.98,15.57,2.86,46.54,0.53,9.74,8.12,4.04,5.76
1763,3.75,2.84,17.4,3.35,54.93,0.66,10.73,6.09,4.53,6.51
1764,3.52,2.28,18.43,3.92,66.06,0.5,10.21,8.03,6.03,6.48
1765,4.38,2.57,14.93,4.11,75.19,0.51,9.3,7.56,5.91,6.79
1766,3.91,3.33,15.07,3.6,45.76,0.6,12.06,8.01,5.91,6.02
1767,4.47,2.94,18.04,4.48,66.33,0.37,11.07,7.09,4.72,5.12
1768,2.96,3.05,21.21,4.35,74.74,0.42,8.81,4.84,7.87,6.93
1769,4.95,2.72,18.68,5.64,91.01,0.65,10.66,8.05,8.5,8.45
1770,4.95,2.74,16.98,2.57,65.14,0.5,10.87,7.01,6.65,8.12
1771,1.41,4.03,19.33,2.85,67.85,0.57,10.94,8.16,6.52,7.13
1772,4.53,3.31,18.21,3.34,88.26,0.44,9.6,8.15,6.04,8.23
1773,2.16,3.7,14.61,2.7,90.18,0.54,8.76,6.6,5.26,8.19
1774,3.46,2.81,14.53,3.22,113.8,0.49,11.19,6.62,4.51,6.82
1775,3.09,2.35,18.52,3.91,64.37,0.53,10.17,5.62,8.0,7.26
1776,3.02,3.08,19.57,5.36,92.88,0.39,8.84,8.43,8.46,7.7
1777,6.25,3.38,15.89,4.5,84.25,0.63,10.61,7.96,9.72,8.78
1778,3.21,3.97,15.79,4.14,88.45,0.61,8.95,8.28,8.64,6.11
1779,4.22,3.12,13.47,2.5,100.99,0.47,11.16,8.71,8.03,6.98
1780,3.23,3.6,17.37,3.96,78.76,0.55,11.42,9.06,6.69,8.24
1781,3.8,2.11,17.37,3.16,96.41,0.51,10.57,9.82,7.56,7.52
1782,3.15,2.1,12.03,3.3,111.6,0.59,9.98,9.82,7.34,8.8
1783,4.92,1.85,17.21,3.41,90.08,0.42,10.61,9.74,6.4,5.94
1784,1.72,2.77,14.48,2.91,85.37,0.42,10.36,7.52,8.65,8.08
1785,3.77,3.27,14.81,2.54,111.51,0.41,7.52,9.06,6.87,6.72
1786,3.28,2.25,12.32,3.52,96.29,0.31,8.87,8.84,6.69,7.79
1787,1.73,2.48,21.28,2.13,84.28,0.44,7.93,9.48,7.48,6.69
1788,3.69,2.64,15.77,3.08,96.58,0.28,7.42,8.38,8.45,6.19
1789,2.65,1.81,14.52,1.53,84.06,0.18,9.97,10.42,7.16,7.87
1790,3.37,2.06,10.4,1.91,70.29,0.17,7.87,8.3,6.66,4.66
1791,1.83,2.07,16.21,2.09,75.13,0.27,8.93,10.31,4.82,5.69
1792,1.29,2.03,14.53,2.09,91.08,0.23,8.62,9.39,5.11,5.52
1793,1.47,1.83,11.48,1.65,78.45,0.19,9.9,9.69,5.2,4.95
1794,1.47,1.79,11.38,2.71,94.16,0.19,8.6,10.46,5.07,4.34
1795,0.0,0.98,9.47,0.0,92.88,0.11,8.68,8.85,6.27,4.82
1796,0.79,1.5,7.55,2.23,75.03,0.08,7.27,7.18,4.64,4.83
1797,0.0,1.73,11.39,2.17,82.38,0.08,7.98,9.14,3.95,5.27
1798,0.49,1.35,4.95,1.06,58.75,0.01,9.43,7.72,4.5,5.07
1799,0.4,1.12,8.94,0.31,66.13,0.23,9.12,7.86,5.52,4.86
1800,1.31,1.1,6.86,1.33,71.55,0.33,8.78,7.88,5.64,4.91
1801,1.16,2.25,13.46,2.0,43.29,0.4,10.06,10.07,0.82,3.37
1802,2.24,1.88,12.07,3.19,33.98,0.37,7.91,9.29,2.93,3.58
1803,3.74,1.52,11.68,2.59,23.47,0.21,10.54,9.45,1.6,5.81
1804,2.9,1.57,13.78,1.85,26.52,0.52,9.69,10.87,2.9,5.13
1805,3.32,1.79,16.18,3.23,32.47,0.38,8.35,8.89,3.15,3.39
1806,3.09,1.91,15.56,2.73,31.22,0.36,9.09,10.74,3.35,6.25
1807,2.53,2.38,17.38,2.88,48.61,0.36,7.46,9.15,4.32,4.98
1808,0.98,2.91,12.14,2.21,31.98,0.43,7.86,9.78,2.97,3.79
1809,3.15,3.31,18.41,2.68,32.5,0.49,10.13,7.58,3.93,4.87
1810,1.37,2.28,13.86,2.42,53.68,0.38,8.72,8.07,3.94,6.56
1811,3.83,2.91,15.9,2.76,49.01,0.33,11.12,8.66,4.85,7.06
1812,3.25,3.23,19.97,4.8,59.35,0.43,9.46,7.89,3.78,4.94
1813,3.6,2.5,14.44,2.3,53.14,0.53,10.93,7.57,4.99,7.21
1814,3.34,2.32,15.1,4.05,39.92,0.56,12.22,8.28,5.94,8.0
1815,3.37,3.49,19.57,5.23,45.79,0.68,9.69,10.37,5.32,6.4
1816,3.78,3.08,17.25,3.66,55.92,0.64,11.02,7.98,5.0,5.91
1817,6.19,2.01,13.37,2.67,59.25,0.59,10.05,8.0,6.01,6.07
1818,4.01,2.25,16.08,4.53,62.94,0.56,9.01,8.19,6.8,6.6
1819,3.64,2.71,15.34,4.1,54.43,0.61,12.29,6.41,3.61,7.01
1820,4.46,3.78,17.81,4.74,69.8,0.45,10.28,7.36,4.9,6.29
1821,2.93,3.4,16.02,4.65,82.59,0.74,9.43,9.42,5.35,8.14
1822,3.58,2.82,15.67,3.09,59.57,0.33,10.56,9.08,6.8,7.56
1823,3.31,3.94,15.67,3.44,61.91,0.62,9.81,8.06,8.05,7.82
1824,3.9,3.18,18.68,3.22,75.25,0.43,9.82,7.77,4.89,6.86
1825,3.77,3.19,18.9,4.87,87.5,0.71,10.49,8.58,6.38,7.52
1826,3.68,2.82,16.87,3.65,66.55,0.33,8.63,7.95,6.2,7.96
1827,2.15,2.97,16.1,3.47,79.46,0.58,10.61,9.24,7.99,8.12
1828,3.12,2.95,19.84,4.35,88.43,0.45,10.07,8.4,5.67,7.01
1829,4.27,2.85,19.39,2.62,80.84,0.56,10.12,7.85,8.06,7.17
1830,2.53,3.11,15.16,1.68,92.73,0.42,9.17,10.1,6.38,9.02
1831,3.17,3.35,17.43,1.38,67.52,0.21,9.54,10.79,7.02,6.0
1832,3.33,3.02,16.26,2.6,98.39,0.45,7.43,8.68,6.87,6.58
1833,3.32,2.42,16.52,1.22,98.29,0.44,10.26,8.17,8.04,6.18
1834,2.09,2.1,16.19,2.0,105.79,0.52,8.4,9.64,8.07,6.02
1835,2.73,1.71,13.32,2.45,82.41,0.32,8.85,8.78,7.12,7.39
1836,1.95,2.64,14.85,2.27,93.95,0.5,8.48,9.0,7.47,6.25
1837,1.93,1.71,12.47,2.99,101.34,0.37,6.25,9.08,8.16,7.05
1838,3.4,1.78,15.7,3.21,88.78,0.37,8.96,9.02,6.57,7.08
1839,2.82,1.44,12.56,3.37,99.76,0.26,9.93,10.9,6.82,5.95
1840,2.35,1.43,14.51,0.67,83.02,0.23,9.48,8.67,4.97,7.11
1841,1.98,1.98,11.08,2.1,78.42,0.35,7.65,10.21,6.15,5.53
1842,2.23,1.95,11.12,3.34,77.91,0.21,7.52,8.07,6.48,6.71
1843,3.14,1.27,11.73,0.6,78.42,0.18,9.65,9.34,6.45,5.59
1844,1.31,0.22,9.79,2.8,81.49,0.23,8.28,9.77,5.89,7.05
1845,0.71,0.82,10.93,2.02,77.96,0.26,8.11,8.58,5.81,5.94
1846,1.68,0.87,7.57,1.91,64.04,0.06,8.69,8.7,5.95,3.99
1847,2.15,1.26,8.83,0.0,76.86,0.08,7.57,8.2,7.27,3.53
1848,2.71,2.12,6.19,3.64,75.11,0.46,7.32,5.99,5.17,6.43
1849,2.38,1.31,5.37,1.29,72.1,0.36,5.71,8.27,5.35,2.72
1850,2.96,1.45,7.08,0.58,77.35,0.29,8.58,7.93,2.94,5.48
1851,2.23,1.87,7.54,1.44,17.6,0.38,9.04,8.61,0.78,4.46
1852,3.23,2.38,12.03,3.41,27.44,0.21,9.04,8.73,3.17,4.58
1853,2.91,2.11,11.43,2.06,46.41,0.43,8.94,9.52,3.35,4.56
1854,2.65,2.78,16.1,1.96,32.85,0.42,8.98,9.48,3.49,4.57
1855,3.45,2.32,13.24,2.73,27.52,0.43,9.48,8.93,1.8,5.16
1856,0.96,1.29,13.85,3.52,37.26,0.43,9.18,9.23,1.43,3.22
1857,2.15,1.78,14.58,3.91,44.24,0.2,8.76,8.87,2.7,3.39
1858,3.11,1.18,15.57,4.73,53.31,0.29,10.76,8.37,1.03,6.37
1859,3.3,2.85,15.38,3.43,45.69,0.45,9.27,12.42,2.14,5.04
1860,3.4,2.26,14.71,2.45,54.57,0.38,8.59,7.21,3.91,6.07
1861,3.86,2.21,17.85,1.86,45.35,0.58,11.02,8.03,4.83,5.82
1862,3.32,3.59,15.17,3.34,81.01,0.38,8.7,8.62,4.73,4.68
1863,1.35,3.35,16.48,3.31,67.5,0.68,10.74,5.08,4.24,5.62
1864,2.85,3.13,14.01,3.12,44.2,0.61,11.04,6.91,4.55,4.79
1865,3.56,2.98,14.94,2.63,55.02,0.55,9.64,9.15,5.87,6.52
1866,2.95,3.3,21.34,5.0,64.93,0.55,9.65,5.31,5.25,5.6
1867,3.44,2.7,18.24,4.43,50.29,0.45,10.6,7.67,4.98,6.81
1868,3.19,3.47,18.91,4.47,54.84,0.39,8.66,6.22,5.74,7.28
1869,4.16,3.17,15.48,2.61,73.16,0.55,8.97,7.49,4.93,6.26
1870,2.11,2.51,16.34,3.01,57.63,0.52,9.27,5.86,5.93,6.97
1871,4.07,3.59,19.24,3.21,74.21,0.38,10.66,6.41,6.85,6.62
1872,4.04,2.8,13.97,2.31,67.84,0.43,9.51,5.77,6.46,7.08
1873,5.02,3.62,15.9,1.52,69.67,0.49,9.11,5.87,6.14,7.02
1874,1.4,3.78,20.92,3.36,88.29,0.39,8.51,7.21,6.5,7.26
1875,4.62,2.32,18.39,3.01,83.13,0.74,10.64,6.5,7.21,7.66
1876,4.63,3.39,19.2,2.41,73.45,0.4,9.63,7.92,5.18,7.75
1877,3.27,2.39,16.06,1.42,86.2,0.39,10.56,7.44,7.09,6.54
1878,3.67,2.33,14.45,3.76,86.43,0.39,9.14,7.65,8.75,5.18
1879,3.19,1.97,18.89,3.05,75.07,0.56,9.74,7.47,6.11,8.65
1880,3.08,4.03,14.3,2.28,99.48,0.36,8.74,9.89,6.41,7.32
1881,4.09,3.37,17.6,3.06,81.45,0.3,7.86,7.57,8.56,6.83
1882,3.62,2.2,17.53,3.88,67.75,0.38,10.7,8.81,8.25,5.25
1883,3.66,2.04,16.82,0.88,96.06,0.38,8.77,8.67,7.06,7.27
1884,2.4,1.9,17.73,2.6,93.18,0.41,8.05,10.48,6.47,7.74
1885,3.06,2.1,20.73,2.92,95.26,0.37,9.6,8.75,7.0,5.95
1886,1.06,2.82,13.23,1.73,84.5,0.13,9.43,9.01,5.55,7.56
1887,1.34,2.21,12.75,3.68,85.96,0.4,7.89,10.11,6.91,7.18
1888,1.48,1.47,9.42,1.85,96.1,0.45,8.92,9.65,7.2,7.42
1889,2.45,1.21,11.11,2.77,81.95,0.34,7.51,9.2,6.17,6.12
1890,1.84,2.23,8.38,2.11,81.15,0.21,8.69,8.55,7.18,5.37
1891,2.43,2.14,15.02,2.34,77.44,0.23,5.32,8.32,6.82,4.98
1892,2.84,3.3,13.55,1.45,68.63,0.36,8.22,7.34,6.44,7.33
1893,1.27,2.83,8.35,1.27,79.33,0.41,8.95,8.3,5.17,7.81
1894,0.26,1.88,10.93,0.77,72.71,0.46,10.25,8.38,6.92,6.91
1895,1.29,1.27,6.98,1.07,77.04,0.18,8.08,10.15,5.78,5.57
1896,2.65,0.98,11.48,1.21,71.24,0.25,8.59,9.05,5.0,5.79
1897,1.47,0.57,7.73,0.14,79.89,0.35,7.04,7.02,4.25,5.01
1898,1.17,1.45,10.49,0.67,68.23,0.28,8.6,9.56,4.38,5.46
1899,2.1,1.09,4.57,1.75,80.46,0.46,8.27,8.16,4.33,5.45
1900,0.26,1.02,6.83,0.0,66.01,0.22,9.49,6.51,3.48,4.61
1901,0.74,1.76,11.09,0.76,31.41,0.17,8.57,9.77,0.92,5.02
1902,2.04,1.36,9.53,2.07,19.84,0.31,7.53,7.86,2.59,4.16
1903,2.24,1.14,13.11,1.64,36.3,0.29,8.4,9.59,2.02,3.83
1904,2.09,1.75,13.37,1.39,43.23,0.39,9.48,9.15,3.14,3.55
1905,0.99,1.65,11.91,1.75,30.27,0.57,9.31,9.4,3.57,4.03
1906,1.22,2.28,9.09,2.06,32.94,0.44,11.11,8.16,4.85,4.03
1907,2.28,1.93,14.99,2.86,49.49,0.55,10.39,7.46,4.23,3.8
1908,3.85,2.98,16.34,2.08,48.26,0.48,8.3,10.21,1.65,7.06
1909,2.84,1.0,16.01,4.04,52.61,0.34,11.0,8.72,3.17,5.04
1910,3.37,2.61,13.01,2.97,27.42,0.5,9.1,8.23,1.91,6.63
1911,1.16,2.83,17.31,2.89,57.91,0.47,9.05,7.03,1.64,5.81
1912,4.72,1.99,15.1,3.35,58.84,0.51,11.08,6.84,4.49,6.82
1913,3.0,1.91,17.13,3.0,40.07,0.34,10.81,8.58,3.76,4.52
1914,2.38,2.21,16.12,3.3,50.69,0.59,11.53,7.01,5.25,6.47
1915,4.77,2.25,14.21,3.56,65.06,0.48,9.77,6.82,5.21,6.71
1916,2.32,2.08,16.34,3.16,49.13,0.64,8.89,7.03,3.9,7.13
1917,3.4,2.88,16.66,2.99,44.34,0.5,8.68,7.64,6.12,6.32
1918,2.23,3.7,14.33,2.99,67.28,0.6,11.19,7.27,4.94,7.14
1919,4.32,2.22,16.56,2.29,42.74,0.64,10.16,6.18,6.45,5.64
1920,2.46,1.74,15.32,5.12,55.96,0.4,9.24,6.03,5.94,6.54
1921,2.24,2.92,17.01,1.46,84.26,0.44,10.68,7.1,6.42,6.87
1922,5.09,2.35,16.53,3.45,73.67,0.24,9.97,6.51,7.12,7.69
1923,3.69,2.54,18.75,1.78,68.46,0.58,8.78,7.01,7.67,7.6
1924,1.86,1.9,14.62,2.66,81.23,0.57,10.63,8.81,8.02,5.05
1925,1.57,2.34,14.71,1.09,80.16,0.49,11.07,8.08,5.28,6.54
1926,5.0,2.55,14.86,3.92,76.35,0.51,10.29,6.6,6.11,4.73
1927,3.01,2.34,18.55,2.51,102.25,0.42,10.08,8.66,4.99,6.66
1928,0.35,2.52,11.57,2.71,79.61,0.41,10.28,7.16,6.87,7.85
1929,2.8,2.39,14.65,1.86,72.21,0.52,11.09,8.36,6.73,7.32
1930,3.31,2.83,14.98,1.88,63.37,0.41,9.33,9.06,9.5,6.96
1931,2.96,3.35,11.58,1.22,89.32,0.46,9.06,8.59,8.66,5.72
1932,2.59,2.65,15.9,3.69,94.07,0.4,8.86,6.57,6.47,5.21
1933,2.87,2.45,14.34,1.58,93.13,0.24,8.44,8.97,8.01,6.36
1934,2.98,3.14,15.26,2.79,85.82,0.51,9.16,10.27,7.6,6.12
1935,2.66,2.46,13.8,1.27,73.67,0.29,10.76,7.49,4.66,6.3
1936,2.08,2.45,14.74,2.82,88.25,0.25,11.14,9.75,5.27,6.4
1937,1.4,2.62,11.29,2.57,91.23,0.27,8.63,8.98,7.17,5.77
1938,2.53,2.11,15.82,3.22,81.01,0.34,6.77,9.06,4.89,6.48
1939,1.84,1.39,12.84,0.68,88.61,0.07,8.2,9.68,7.62,5.77
1940,1.9,2.14,11.04,2.08,94.94,0.2,8.02,7.46,5.72,5.63
1941,0.98,2.49,10.54,1.42,71.25,0.25,8.98,8.89,4.72,5.35
1942,1.27,1.35,9.05,0.72,74.43,0.4,7.91,6.94,3.52,5.94
1943,3.26,0.69,9.49,0.7,76.96,0.26,8.52,8.93,6.82,7.03
1944,2.24,2.35,6.97,0.0,83.56,0.05,8.22,10.27,7.83,6.56
1945,1.17,1.71,9.63,0.65,74.97,0.05,8.78,7.91,2.84,4.26
1946,2.56,0.73,9.69,0.0,71.67,0.14,8.35,6.37,4.19,5.35
1947,0.76,0.48,6.89,0.0,71.46,0.21,8.1,6.79,4.43,6.21
1948,2.75,1.13,6.31,0.0,76.0,0.23,6.96,8.39,5.27,4.42
1949,3.66,0.74,5.84,0.0,59.17,0.3,7.54,7.46,6.14,6.02
1950,0.16,0.04,6.02,0.0,47.35,0.29,8.4,6.93,5.33,4.93
1951,2.98,1.79,10.71,0.87,28.9,0.41,10.59,7.81,1.08,2.91
1952,1.33,2.52,9.77,0.88,30.59,0.53,8.36,9.45,1.8,3.05
1953,1.47,1.7,12.0,1.56,22.61,0.29,8.19,8.35,2.08,4.5
1954,2.7,1.79,10.97,4.0,32.88,0.31,9.55,8.68,2.39,5.71
1955,2.52,2.14,12.24,1.27,27.5,0.25,10.27,7.84,3.11,4.77
1956,1.77,2.14,13.83,1.31,34.21,0.36,10.13,9.07,1.89,4.24
1957,3.37,1.91,11.7,2.98,55.29,0.31,7.16,8.58,3.26,5.22
1958,0.39,1.62,19.11,3.36,38.2,0.5,9.54,8.09,4.04,6.17
1959,3.22,1.91,14.85,2.56,37.75,0.28,8.61,10.18,5.9,5.34
1960,1.97,2.75,14.67,1.82,55.5,0.45,7.55,6.89,3.83,6.26
1961,3.75,2.48,10.61,2.34,38.86,0.46,10.05,7.08,3.52,6.16
1962,2.22,2.49,14.25,1.66,64.4,0.38,10.08,7.1,4.43,4.23
1963,2.81,2.71,17.88,3.2,57.91,0.35,9.88,7.92,5.79,5.16
1964,4.06,2.2,16.3,2.07,63.15,0.45,10.07,7.63,5.35,5.37
1965,3.47,3.12,12.29,2.05,50.44,0.58,10.62,6.78,2.83,6.54
1966,2.25,2.95,13.75,1.65,67.16,0.43,9.53,5.39,5.77,4.17
1967,4.0,2.95,16.77,2.57,57.68,0.36,8.37,5.99,5.29,8.11
